Dr.M.Karthik,Associate Professor& Head,https://sites.google.com/a/kongu.edu/karthik-eee-kongu/
Dr.N.Senthilnathan,Professor ,https://sites.google.com/a/kongu.edu/eee-dept/
Dr.M.Sivachitra,Professor,https://sites.google.com/a/kongu.edu/m-sivachitra/
Dr.P.S.Raghavendran,Associate Professor,https://docs.google.com/document/d/e/2PACX-1vREuxp7TbeXe29xJ--3JAN9uilh2KvEByGncWTUVpqydKeZHWTpr7axrSKhOPC1Rw/pub
Dr.S.Usha,Associate Professor,https://sites.google.com/a/kongu.edu/usha-eee-kongu/
Dr.S.Maheswari,Associate Professor,https://sites.google.com/a/kongu.edu/maheswari/
Dr.T.Logeswaran,Associate Professor,https://sites.google.com/a/kongu.edu/logeswaran-t/
Dr.T.Guna Sekar,Associate Professor,https://sites.google.com/a/kongu.edu/gunasekar-eee/
S.Chandrasekar,Assistant Professor (SrG),https://docs.google.com/document/d/e/2PACX-1vTox1-9yFPMG9aKZy3on1A9ArjOu5xtVeulHNeza9UO8junHvKbHlkS7IbbSyzS7A/pub
P.Karthikeyan,Assistant Professor (SrG),https://docs.google.com/document/d/1GVCpwFPqNR5XNK5QXGTyphkaPoCeqLUz/edit?usp=drivesdk&ouid=112526696137568439303&rtpof=true&sd=true
Dr.V.Surendar,Assistant Professor (SrG),https://sites.google.com/a/kongu.edu/surendar-v/
Dr.M.Suresh,Assistant Professor (SrG),https://docs.google.com/document/d/e/2PACX-1vQx1C4OSMW_3kNJm3DB06cOwreXEimVXusBszSIKOwEJUhJDBv051XUAdyYPPKWxg/pub
Dr.N.Priyadharshini,Assistant Professor (SrG),https://docs.google.com/document/d/e/2PACX-1vTqzb5PjpatWgjYDGU8gpHPK0iYW8kZYi8bZO8bRuMCqxYsKHaEu9SFqwmDcUV6-Q/pub
S.K.Logesh,Assistant Professor (SrG),https://sites.google.com/a/kongu.edu/sklogesh-eee/
Dr.S.Gomathy,Assistant Professor (SrG),https://docs.google.com/document/d/e/2PACX-1vQes2hJ8n6DoADqtmLyxcbAgDIbgX-pXqDZ_AJrwPlTlErmHv4z5xrcKGqgFrtb6Q/pub
R.Ranjith Kumar,Assistant Professor (SrG),https://sites.google.com/a/kongu.edu/rranjithkumareee/
V.Kumaresan,Assistant Professor (SrG),https://docs.google.com/document/d/e/2PACX-1vTYhaAnuTsEZNdBpVCbOUtWzKMECUUal1h61jxcgWNGf7NRG6tnz2ijbPFIMTVrHA/pub
Dr.M.Sabarimuthu,Assistant Professor (SrG),https://sites.google.com/a/kongu.edu/sabarimuthu-eee/
Dr.M.Srinivasan,Assistant Professor (SrG),https://sites.google.com/a/kongu.edu/m-srinivasan/
P.Tamilarasu,Assistant Professor (SrG),https://docs.google.com/document/d/e/2PACX-1vQCc2THElh2kDq9yZC7bXtC4ZE4bwX6GLV3Iyc0PXfV2Kt9D-rBiXFOif8aM8VU9Q/pub
M.Suresh,Assistant Professor (SrG),https://sites.google.com/a/kongu.edu/suresh-m/
Dr.D.Sarathkumar,Assistant Professor (SrG),https://sites.google.com/a/kongu.edu/dsarathkumar-eee/
V.Pavithra,Assistant Professor,https://sites.google.com/view/pavithravprofile/home
R.Aravindh,Assistant Professor,https://sites.google.com/view/mraravindhr/bio
T.Prabhu,Assistant Professor,https://sites.google.com/kongu.edu/prabhut/bio
M.Venkatachalam,Assistant Professor,https://sites.google.com/view/venkatachalamm
P.Magudeshwaran,Assistant Professor,https://sites.google.com/kongu.edu/copyofmagudeshwaran/home
