Dr.S.Kalaiselvi,Associate Professor & HOD,https://sites.google.com/a/kongu.edu/kalaiselvi-ctug
Dr.S.Karunakaran,Associate Professor,https://sites.google.com/a/kongu.edu/karunakaran/
Dr.T.M.Saravanan,Associate Professor,https://sites.google.com/d/1UXdJUxQCtLvvWLbKsi8G0vSFxb8frpp2/p/1JJP8XamWOmQRosKKqmy5H2RFLUvIuvMR/edit?pli=1
Dr.S.Kavitha Bharathi,Associate Professor,https://sites.google.com/a/kongu.edu/s-kavitha-bharathi/
Dr.S.Gandhimathi,Associate Professor,https://sites.google.com/a/kongu.edu/sgandhimathi-english/
Dr.S.Poorani,Assistant Professor (SRG),https://sites.google.com/a/kongu.edu/sp1-ctug
Dr.N.T.Renukadevi,Assistant Professor (SRG),https://sites.google.com/a/kongu.edu/renuka-ctug
S.Nandhinidevi,Assistant Professor (SRG),https://sites.google.com/a/kongu.edu/nandhinidevis-ctug
Dr.K.Saraswathi,Assistant Professor (SRG),https://sites.google.com/a/kongu.edu/saraswathik-ctug
Dr.S.Parvathavarthini,Assistant Professor (SRG),https://sites.google.com/a/kongu.edu/parvathavarthini-mca
P.Gokila Brindha,Assistant Professor (SRG),https://sites.google.com/a/kongu.edu/brindha-ctug
B.Ravisankar,Assistant Professor (SRG),https://sites.google.com/a/kongu.edu/b-ravisankar-ctug
Dr.M.SakthiRadha,Assistant Professor,https://sites.google.com/a/kongu.edu/sakthiradha-ctug
D.Nanthiya,Assistant Professor,https://sites.google.com/a/kongu.edu/nanthiya-ctug
Dr.S.Tamilselvi,Assistant Professor,https://sites.google.com/kongu.edu/stamilselvictug/home
Dr.S.Indrakumar,Assistant Professor,https://sites.google.com/a/kongu.edu/indrakumar-maths
V.Vishnu Priya,Assistant Professor,https://sites.google.com/a/kongu.edu/v-vishnu-priya/
N.Kanimozhi,Assistant Professor,https://sites.google.com/a/kongu.edu/kanimozhin-ctug/
S.Sujitha,Assistant Professor,https://sites.google.com/kongu.edu/ssujitha/kec-faculty-profile
G.Deepika,Assistant Professor,https://docs.google.com/document/d/e/2PACX-1vR7HeTikEP3vMuhE9ckBu6PFSzjcoDvV8KJp3djgnIJC3HSRYFgQG4Q6OjX76dB1g/pub
N.Naveena,Assistant Professor,https://sites.google.com/view/naveenact-ug/home
E.Pragatheeswari,Assistant Professor,https://sites.google.com/view/pragatheeswarict-ug/home
Dr.A.Muthusamy,Assistant Professor,https://sites.google.com/kongu.edu/muthusamy/home
Dr.G.D.Praveenkumar,Assistant Professor,https://docs.google.com/document/d/e/2PACX-1vS-6hGIgX2CaW9pXRJ5r37dLfcW9qvPJl44_lVCEMuI_m79NcGnZDB_2jZ7-WkwB3yt4t4VDA5n53ih/pub
N.Kaya,Assistant Professor,https://docs.google.com/document/d/1ZdsPwmXtH2XrVhMF2C0sDUwtsgJ7AiQH/pub
K.S.Sharvanthika,Assistant Professor,https://docs.google.com/document/d/1VhY1TUmpmSAR7NuxPEczVS9hrJpC0uDeelOL852NL2o/pub
S.Sindhuja,Assistant Professor,https://docs.google.com/document/d/e/2PACX-1vQC2iy-q-H45-Au36GM696cv8D5lXb_0b7wmG-shA8ifEl4ZxugVjSO2iJeSy2Q7g/pub
K.Ramya,Assistant Professor,https://docs.google.com/document/d/e/2PACX-1vTMedt7gUsvLcpjfav3yBp1uBTPzFFn_v5560LPT0ARrBE058LVOPFfByIwrp3Rp-_xkTOzRyVRzdq0/pub
S.Keerthana,Assistant Professor,https://docs.google.com/document/d/e/2PACX-1vTB3KoDueS2YqC-ApQpxr01sXrqeDQ7jCzfa8R13hpjZ81Nh3RJ2eHhLuLrOhOEcw/pub
R.Kalpana,Assistant Professor,
R.Pavithra,Assistant Professor,https://docs.google.com/document/d/e/2PACX-1vS4qS5BF76PCDeY1t_eoDca4GKlhqoG1-F0epcfIHo6RIQpcvMhsOoqlbYSro2mkA/pub
M.Hemalatha,Assistant Professor,https://docs.google.com/document/d/1avnWWKnSX493XrgrLkmlk_xIMRde3bKJGuqIJvwNNpI/pub
